TIME  dummy   g10    g20   g30   h11    g11   g21    g31   h21    h22   g22  g32    h31   h32    h33     g33
  772.358215         0.00    -6163.22     -282.36      253.76     -373.38       33.44     1507.13     -260.75     -555.20      -20.04     -409.58      -66.17      110.46     -619.49      137.92     -298.50
  772.298035         0.00    -5738.56      -50.96      288.14     -528.31      205.10     1553.72     -215.39     -744.12     -115.87     -460.79      -46.69      111.95     -639.56       93.54     -318.30
  772.280762         0.00    -5645.26       -2.66      298.71     -602.99      207.66     1541.93     -208.04     -756.14     -139.34     -471.14      -48.95      113.70     -635.42       84.86     -322.61
  772.237854         0.00    -5457.11       81.87      325.53     -810.26      137.87     1475.71     -202.01     -720.23     -188.48     -489.84      -65.13      121.95     -609.56       69.12     -331.01
  772.188904         0.00    -5292.10      118.46      355.19    -1015.77      -39.22     1362.77     -217.06     -599.12     -227.16     -502.47      -91.93      140.35     -561.02       57.22     -337.73
  772.177673         0.00    -5257.99      118.23      361.58    -1048.59      -89.30     1335.14     -223.86     -564.32     -233.24     -504.55      -97.89      146.21     -548.23       54.81     -339.01
  772.156311         0.00    -5192.95      109.10      373.27    -1089.19     -191.71     1283.09     -240.51     -493.85     -241.94     -508.14     -108.07      159.45     -522.74       50.02     -341.32
  772.117432         0.00    -5067.51       64.16      391.90    -1064.34     -386.27     1201.36     -282.99     -365.62     -247.22     -514.45     -118.80      190.93     -476.22       39.38     -345.46
  772.057251         0.00    -4828.73      -62.13      413.82     -732.94     -662.48     1127.60     -375.44     -198.60     -228.91     -523.80     -108.82      258.72     -411.27       14.80     -351.98
  772.031921         0.00    -4714.80     -119.51      422.08     -518.51     -752.93     1109.15     -417.39     -138.97     -213.27     -523.46      -98.48      291.33     -386.64        2.84     -353.66
  771.997070         0.00    -4549.64     -185.10      434.44     -190.20     -837.76     1086.24     -470.95      -62.89     -185.96     -514.02      -83.00      337.07     -354.65      -13.41     -353.63
  771.961487         0.00    -4377.14     -219.02      449.94      144.01     -862.51     1056.83     -513.41       10.92     -153.27     -489.24      -70.29      381.37     -323.91      -27.94     -349.57
  771.936890         0.00    -4257.73     -213.44      463.44      353.61     -835.13     1027.51     -531.75       62.26     -128.79     -460.45      -65.90      408.99     -303.31      -35.83     -343.66
  771.907471         0.00    -4117.41     -165.50      483.70      558.86     -745.92      977.26     -537.75      126.37      -98.55     -410.68      -68.04      436.99     -278.98      -41.95     -332.50
  771.876648         0.00    -3980.20      -64.69      509.42      704.07     -586.96      905.17     -523.67      197.33      -67.24     -340.84      -80.07      459.18     -253.98      -43.89     -316.04
  771.816467         0.00    -3796.99      209.50      558.52      806.38     -176.05      738.89     -456.77      335.31      -14.05     -181.51     -119.69      485.04     -210.28      -37.82     -277.50
  771.783020         0.00    -3779.29      357.00      575.57      779.62       47.11      654.11     -411.36      402.96        6.54      -99.83     -142.08      492.00     -191.59      -31.15     -257.64
  771.756287         0.00    -3825.56      448.90      579.33      725.36      192.98      600.79     -377.71      448.49       16.37      -47.51     -155.90      495.09     -180.72      -25.26     -245.04
  771.734070         0.00    -3913.53      496.81      573.55      662.25      278.49      571.09     -354.66      478.78       19.07      -17.13     -162.65      496.60     -175.00      -20.50     -237.92
  771.696106         0.00    -4184.23      493.84      540.32      527.66      317.32      562.50     -333.02      509.99        9.99       -3.09     -159.76      498.21     -173.56      -13.89     -235.48
  771.658630         0.00    -4582.74      385.09      480.53      375.02      219.73      606.41     -335.81      513.54      -15.39      -37.45     -138.55      499.70     -182.18      -10.23     -245.57
  771.635864         0.00    -4854.75      286.09      437.04      279.22      115.56      650.15     -346.00      503.71      -36.52      -75.46     -119.75      500.60     -191.00       -9.54     -256.21
  771.575684         0.00    -5520.21       -3.82      324.89       43.48     -217.62      786.27     -387.09      440.97     -101.95     -206.66      -63.48      502.94     -220.92      -13.71     -293.00
  771.534180         0.00    -5795.67     -149.59      274.46      -80.64     -406.58      862.10     -413.18      371.88     -145.93     -296.59      -31.78      504.53     -241.82      -22.10     -319.15
  771.515503         0.00    -5833.22     -179.67      265.62     -119.33     -456.39      881.80     -420.49      335.68     -162.75     -329.49      -22.88      505.23     -249.79      -27.41     -329.28
  771.506653         0.00    -5827.94     -183.80      265.19     -133.30     -469.62      886.93     -422.55      317.48     -169.84     -342.70      -20.20      505.56     -253.11      -30.29     -333.55
  771.455322         0.00    -5509.54      -79.32      309.80     -154.89     -411.65      863.05     -416.14      203.79     -197.36     -385.16      -24.54      507.25     -265.57      -50.70     -350.24
  771.409729         0.00    -4950.12      130.58      393.42      -99.00     -234.59      794.84     -394.02      101.48     -203.80     -385.96      -46.38      507.67     -268.73      -71.16     -355.37
  771.395081         0.00    -4742.38      207.69      424.30      -67.95     -166.58      769.76     -385.70       70.20     -202.59     -381.42      -54.82      507.42     -268.57      -77.62     -355.51
  771.334900         0.00    -3919.80      489.60      541.88      112.36       85.20      687.54     -357.76      -36.20     -182.74     -352.92      -83.82      503.68     -264.09      -99.69     -350.55
  771.285339         0.00    -3465.47      586.25      594.99      311.96      164.31      687.29     -356.34      -84.10     -150.39     -334.82      -86.09      496.12     -258.46     -108.49     -342.55
  771.279236         0.00    -3433.02      585.60      597.27      338.23      161.95      693.12     -358.05      -86.84     -145.61     -333.68      -84.44      494.87     -257.78     -108.78     -341.45
  771.274719         0.00    -3411.83      583.53      598.42      358.08      158.63      698.22     -359.56      -88.48     -141.91     -332.94      -82.96      493.88     -257.27     -108.89     -340.60
  771.160889         0.00    -3612.11      282.49      521.59      766.40     -155.72      911.08     -418.61      -35.18      -31.42     -312.54      -18.84      453.68     -243.32      -84.21     -307.74
  771.036438         0.00    -4729.34      202.14      411.99      551.45     -210.04      869.01     -361.94      126.85       82.97     -147.57      -45.00      372.34     -220.45      -12.98     -226.48
  770.911987         0.00    -6006.72      624.42      348.92     -200.82      228.80      556.56     -166.81      219.33      136.82      123.39     -162.03      290.72     -214.45       58.32     -123.25
  770.824463         0.00    -6753.20      849.23      255.40     -538.56      422.38      532.18      -64.57      149.21      123.93      226.53     -173.70      272.78     -247.12       75.96      -79.62
  770.787598         0.00    -7004.21      886.57      211.73     -596.95      462.28      570.45      -40.46       92.28      113.36      236.11     -159.78      273.56     -267.99       76.43      -73.47
  770.663147         0.00    -7528.00      707.80      159.12     -484.13      588.56      675.90      -42.86     -113.41      121.54      125.50     -102.93      275.71     -336.38       76.82     -117.63
  770.597046         0.00    -7604.52      428.95      221.27     -300.38      679.32      640.80      -91.19     -179.70      167.84       -7.91      -93.33      261.57     -355.38       86.11     -178.41
  770.538696         0.00    -7591.87      130.67      303.22     -159.73      700.99      584.86     -149.67     -193.16      211.86     -143.49      -94.63      238.84     -355.84       96.84     -238.61
  770.414307         0.00    -7458.17     -465.37      455.43     -208.81      327.43      522.49     -281.15      -46.98      238.10     -398.50     -106.98      162.21     -296.13      113.99     -333.87
  770.369629         0.00    -7424.25     -606.12      479.13     -333.84      104.46      538.20     -313.73       33.59      225.52     -451.13     -109.48      131.46     -266.27      117.79     -346.21
  770.289856         0.00    -7459.85     -678.16      457.46     -582.10     -202.87      619.74     -324.42      126.94      201.34     -454.43     -105.49       86.42     -234.83      124.95     -330.08
  770.165405         0.00    -7893.91     -293.06      262.53     -881.02     -144.50      829.17     -195.20       36.32      201.00     -219.12      -80.36       59.38     -282.72      144.64     -217.52
  770.142212         0.00    -8025.77     -192.38      219.81     -945.88      -84.40      857.83     -160.46        4.95      203.24     -164.70      -77.86       57.67     -298.44      149.94     -194.27
  770.041016         0.00    -8760.60      156.77       85.72    -1380.66      199.93      848.75      -18.77      -85.42      202.41        1.58      -97.15       47.76     -355.31      180.00     -130.24
  769.916565         0.00    -9545.49      263.98       39.38    -2010.02      384.52      714.17       72.45      -99.18      171.72       17.88     -142.67       25.01     -386.56      212.07     -133.76
  769.914795         0.00    -9550.45      263.39       38.98    -2015.74      384.85      714.20       72.84      -99.61      171.17       17.31     -142.75       24.69     -386.90      212.25     -134.02
  769.792114         0.00    -9268.29      132.90      -15.38    -1992.67      241.95      992.53       36.33     -210.87      132.43      -27.77      -73.77        8.89     -418.51      193.45     -139.01
  769.687378         0.00    -8852.73       19.77      -89.33    -1612.05      170.54     1370.82      -17.13     -422.94      108.57      -57.09       34.79       17.81     -471.98      155.52     -135.32
  769.667725         0.00    -8864.72       14.60     -103.27    -1546.72      202.17     1415.75      -19.55     -471.98      105.94      -60.64       50.79       23.09     -486.09      149.77     -136.08
  769.543274         0.00    -9651.73      104.45     -178.73    -1401.48      740.45     1433.89       33.93     -766.17      100.23      -43.85       88.14       65.46     -586.81      137.37     -145.34
  769.460022         0.00   -10331.43      198.11     -212.26    -1679.32     1213.92     1300.75      100.50     -828.70       97.19       40.39       54.34       66.50     -628.06      154.26     -132.67
  769.418823         0.00   -10569.60      230.92     -223.11    -1939.39     1417.92     1226.92      131.85     -795.40       93.49      108.12       23.70       51.02     -632.23      169.44     -116.07
  769.294434         0.00   -11041.47      280.27     -250.76    -2653.77     1798.84     1082.57      199.51     -675.55       80.47      272.55      -51.33       -2.81     -631.72      210.18      -70.68
  769.232605         0.00   -11266.83      286.60     -271.90    -2638.95     1812.79     1106.97      209.34     -750.66       78.06      246.93      -37.64        2.03     -656.87      208.99      -79.03
  769.169983         0.00   -11465.05      269.47     -296.46    -2353.28     1727.54     1200.49      200.10     -921.58       81.63      149.65       11.99       28.27     -700.92      193.17     -108.81
  769.045532         0.00   -11248.36       62.68     -313.47    -1757.64     1511.67     1472.27      127.46    -1164.84      114.40      -12.10      111.37       45.10     -761.95      168.72     -155.77
  769.005188         0.00   -10937.12      -61.84     -303.86    -1724.90     1474.04     1555.20       92.72    -1142.25      130.95       -7.78      121.81       22.14     -758.21      172.62     -152.50
  768.921143         0.00   -10329.39     -283.74     -286.05    -1911.30     1372.24     1682.87       36.36    -1007.80      146.55       45.58      116.97      -42.65     -729.05      189.33     -128.66
  768.796692         0.00   -10852.88     -137.83     -348.92    -2582.38      905.57     1692.53       84.30     -912.17       42.75       37.24       97.43      -72.84     -703.04      191.82     -108.38
  768.777771         0.00   -11094.43      -67.22     -368.23    -2697.41      815.16     1677.63      104.57     -923.09       14.10       21.22       96.36      -67.05     -704.76      188.18     -109.53
  768.672241         0.00   -12431.05      267.30     -467.37    -3208.02      580.51     1595.23      203.88    -1063.14     -144.44      -68.29      102.02      -17.83     -740.69      158.14     -129.24
  768.550354         0.00   -12781.20      104.94     -481.47    -3311.36     1294.41     1618.71      174.81    -1273.39     -241.94      -59.38      130.32       15.90     -816.72      117.81     -160.51
  768.547852         0.00   -12779.65       97.32     -480.94    -3311.26     1314.09     1620.12      172.92    -1276.86     -243.73      -58.16      130.98       16.24     -818.04      116.83     -161.02
  768.423401         0.00   -13025.81     -195.55     -464.88    -3532.56     1876.92     1662.51       79.58    -1320.04     -408.33       -2.11      153.94       24.28     -823.41       51.26     -166.11
  768.322937         0.00   -14054.98     -183.10     -471.28    -4055.40     1483.46     1561.69       49.64    -1152.20     -609.61       -8.01      136.81       17.26     -736.33       -3.58     -146.35
  768.298950         0.00   -14372.86     -165.68     -466.96    -4168.09     1324.19     1505.75       49.38    -1095.01     -638.59      -18.76      124.30       11.50     -710.56       -8.25     -142.35
  768.174561         0.00   -16076.30     -125.70     -362.15    -4310.51      464.10      978.27       86.74     -765.01     -503.77     -125.83       -6.99      -58.41     -595.81       68.40     -144.65
  768.095581         0.00   -16782.77     -125.80     -273.03    -4078.64      -14.24      613.75      135.48     -556.49     -215.26     -158.49     -116.37     -138.24     -551.80      186.27     -135.41
  768.050110         0.00   -16878.27     -109.40     -244.94    -3906.15     -255.80      491.55      168.19     -444.66      -20.65     -123.41     -170.10     -195.26     -537.58      263.11     -108.05
  767.925659         0.00   -16087.25       36.15     -299.28    -3533.44     -696.28      582.95      260.89     -224.56      453.28      184.70     -246.78     -359.11     -541.81      448.28       50.64
  767.868164         0.00   -15781.77      130.06     -358.97    -3492.78     -702.53      694.89      299.63     -209.72      567.10      337.12     -254.04     -403.94     -565.28      494.51      119.46
  767.801270         0.00   -15968.47      238.56     -427.57    -3609.94     -486.53      754.85      336.93     -295.53      557.94      440.08     -247.50     -403.53     -609.07      496.60      156.49
  767.676819         0.00   -17251.15      428.86     -547.67    -4083.79      211.03      742.42      387.08     -612.43      304.85      493.61     -210.63     -316.91     -709.92      413.29      151.76
  767.640747         0.00   -17556.56      483.28     -585.45    -4205.93      367.81      759.68      398.84     -693.85      237.46      516.22     -197.71     -296.45     -735.69      390.65      156.08
  767.552368         0.00   -17809.17      592.95     -681.47    -4356.65      520.63      900.64      419.02     -830.42      161.14      607.26     -163.45     -282.58     -786.83      364.47      194.26
  767.427979         0.00   -17456.50      490.05     -753.15    -4162.27      393.62     1213.49      378.57    -1097.99      145.08      525.15      -77.99     -271.04     -882.53      344.18      173.62
  767.413330         0.00   -17397.01      445.03     -751.84    -4107.29      368.14     1249.86      365.33    -1149.86      141.23      479.91      -63.20     -264.91     -898.89      339.25      156.13
  767.303528         0.00   -16910.54      -66.66     -685.23    -3673.75      121.99     1482.81      218.26    -1548.82       85.08       14.60       51.78     -211.29    -1017.07      289.82      -29.69
  767.185913         0.00   -16318.95     -731.90     -559.21    -3691.40     -302.51     1608.93       15.88    -1557.44       -5.30     -293.54       95.02     -239.46    -1008.98      250.61     -147.22
  767.179077         0.00   -16289.37     -767.57     -551.75    -3712.58     -331.45     1610.84        4.37    -1538.51      -10.10     -296.99       93.51     -245.23    -1002.52      249.61     -147.81
  766.958496         0.00   -17766.31    -1262.56     -396.83    -3353.69     -876.15     1218.01     -182.58    -1016.49      132.84      -71.27      -22.06     -396.00     -808.69      277.53      -14.12
  766.731140         0.00   -21486.65    -1134.80     -393.97    -2211.96     -675.14      598.46     -174.25    -1180.72      336.19      102.37      -85.85     -374.74     -829.33      285.09       85.44
  766.503723         0.00   -23745.12    -1255.40     -419.15    -2708.07     -791.50      307.87     -227.92    -1277.39      152.11       82.21     -123.70     -375.09     -858.50      233.33       93.85
  766.276306         0.00   -25816.18    -1199.18     -490.08    -1411.81    -1225.13      121.62     -235.00    -1520.57      521.64      238.31     -136.19     -426.23     -950.38      306.21      219.88
  766.048889         0.00   -27591.77    -1461.01     -586.56    -2409.00     -607.17       29.00     -326.76    -1814.68      161.03      329.32     -136.48     -408.82    -1074.00      202.63      235.67
  765.821472         0.00   -27422.77    -1605.72     -832.52    -2956.31     -911.17      570.51     -377.41    -2435.12       23.31      274.27      -22.74     -427.05    -1352.62      175.47      244.27
  765.594055         0.00   -27455.20    -1703.50    -1082.98    -2730.44    -1397.69     1073.74     -414.70    -3071.57      142.69      308.44       83.72     -480.26    -1643.96      210.12      312.62
  765.366638         0.00   -31207.16    -1876.14    -1096.37    -2664.18    -1535.48      421.62     -471.35    -3214.79      203.41      416.28      -23.80     -531.48    -1714.76      226.60      393.90
  765.364380         0.00   -31243.17    -1877.04    -1096.02    -2669.82    -1536.19      415.43     -471.33    -3213.65      202.08      415.55      -24.48     -531.53    -1714.39      226.47      393.74
  765.139282         0.00   -33956.02    -1863.79    -1067.85    -3266.01    -1712.75       30.11     -420.88    -3014.90       60.18      243.05      -30.63     -516.79    -1640.65      219.89      332.68
  764.911865         0.00   -35844.05    -1913.37    -1126.88    -4058.41    -1635.77      -21.58     -377.74    -2968.00     -135.29      111.91       36.47     -503.37    -1646.90      202.74      277.20
  764.684448         0.00   -37179.62    -1942.36    -1145.83    -5071.56    -1449.35      -53.27     -342.86    -2857.61     -437.37      -52.00       90.09     -462.91    -1610.46      150.35      190.84
  764.682190         0.00   -37185.16    -1940.12    -1144.52    -5071.52    -1450.10      -54.90     -342.13    -2853.51     -438.15      -53.61       90.05     -462.29    -1608.38      150.11      190.03
  764.457031         0.00   -36674.57    -1490.14     -838.01    -3361.92    -1062.45     -345.80     -259.33    -2096.23     -168.11       70.05       22.14     -380.69    -1198.47      153.40      202.36
  764.229614         0.00   -35953.90     -985.61     -447.68    -1144.16     -302.25     -753.09     -183.53    -1171.79      175.47      328.76      -83.53     -283.97     -695.02      148.33      249.31
  764.002197         0.00   -32333.62     -794.00     -312.60      274.08     1967.08     -139.30     -201.71     -782.90      198.75      892.73        6.50     -168.12     -448.19       39.18      346.99
